OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-CNST033.0-4277,CNST 31.3,River/Stream,,02050104,,,,,42.2638888900,-77.5783333300,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-CNST038.7-4277,CNST 36.5,River/Stream,,02050104,,,,,42.3038888900,-77.6530555600,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-CNST041.4-4277,CNST 55.5/41.1,River/Stream,,02050104,,,,,42.3911111100,-77.7041666700,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO000.5-4277,COHO 0.5,River/Stream,,02050105,,,,,42.1558333300,-77.0994444400,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO004.0-4277,COHO 4.0,River/Stream,,02050105,,,,,42.1811111100,-77.1527777800,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO004.5-4277,COHO 4.5,River/Stream,,02050105,,,,,42.2065000000,-77.1642060000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO006.5-4277,COHO 6.5,River/Stream,,02050105,,,,,42.2243200000,-77.1904500000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO009.7-4277,COHO 9.7,River/Stream,,02050105,,,,,42.2525000000,-77.2169000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO010.2-4277,COHO 10.2,River/Stream,,02050105,,,,,42.2579300000,-77.2201200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO014.6-4277,COHO 14.6,River/Stream,,02050105,,,,,42.2947222200,-77.2427777800,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO016.5-4277,COHO 16.5,River/Stream,,02050105,,,,,42.3124000000,-77.2815000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO021.5-4277,COHO 21.5,River/Stream,,02050105,,,,,42.3566000000,-77.3496000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO025.0-4277,COHO 25.0,River/Stream,,02050105,,,,,42.3855555600,-77.3800000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO027.5-4277,COHO 27.5,River/Stream,,02050105,,,,,42.4170000000,-77.4258000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO030.8-4277,COHO 30.8,River/Stream,,02050105,,,,,42.4377310000,-77.4578420000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO035.2-4277,COHO 35.2,River/Stream,,02050105,,,,,42.4830555600,-77.4844444400,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO037.0-4277,COHO 37.5,River/Stream,,02050105,,,,,42.4947222200,-77.5038888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO038.5-4277,COHO 38.5,River/Stream,,02050105,,,,,42.5059000000,-77.4905000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COHO046.3-4277,COHO 46.3,River/Stream,,02050105,,,,,42.5544000000,-77.5058000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COLB000.8-4277,COLB 0.8,River/Stream,,02050104,,,,,42.2636111100,-77.5797222200,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COOK000.6-4277,COOK,River/Stream,,02050104,,,,,42.0027777800,-77.4897222200,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-COWN001.0-4277,COWN 1.0,River/Stream,,02050104,,,,,42.0018000000,-77.1272300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-DEEP001.7-4175,DEEP,River/Stream,,02050101,,,,,42.0011269900,-75.5026791000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-DENT003.0-4275,DENT,River/Stream,,02050101,,,,,42.0016666700,-75.6502777800,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-DRYR012.0-4277,DRYR 12.0,River/Stream,,02050105,,,,,42.2618000000,-77.0186200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-EBTF001.6-4276,EBTF 1.6,River/Stream,,02050102,,,,,42.6080555600,-76.1577777800,,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-EBTF015.1-4276,EBTF 18,River/Stream,,02050102,,,,,42.7105555600,-76.0047222200,,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-ELKC000.1-4274,ELK 0.1,River/Stream,,02050101,,,,,42.5450000000,-74.8416666700,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-FMIL001.1-4277,5MIL 1.1,River/Stream,,02050105,,,,,42.3880555600,-77.3586111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-FMIL004.9-4277,FMIL 4.9,River/Stream,,02050105,,,,,42.4285700000,-77.3286200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-FMIL005.0-4277,FMIL 5.0,River/Stream,,02050105,,,,,42.3908333300,-77.3491666700,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-GENE001.6-4275,GENE 0.8,River/Stream,,02050102,,,,,42.3050000000,-75.7986111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-GOFF003.1-4277,GOFF 3.1,River/Stream,,02050105,,,,,42.3647222200,-77.4466666700,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-HARR006.9-4275,HARR 6.9,River/Stream,,02050101,,,,,42.5360600000,-75.1852500000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-HAYD000.7-4274,HAYD 0.1,River/Stream,,02050101,,,,,42.8211111100,-74.8827777800,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-HLDN003.5-4277,HLDN 3.5,River/Stream,,02050104,,,,,42.0038888900,-77.3925000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-KARR000.1-4277,KARR 0.1,River/Stream,,02050104,,,,,42.3163888900,-77.7411111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,003,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-KELS000.6-4275,KELS 0.6,River/Stream,,02050101,,,,,42.2311111100,-75.5216666700,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-KENT002.6-4275,KENT 2.6,River/Stream,,02050101,,,,,42.4103400000,-75.4297900000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-KORT000.7-4274,KORT 0.7,River/Stream,,02050101,,,,,42.4466666700,-74.9213888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,025,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-LTOB000.7-4277,LTOB 0.7,River/Stream,,02050105,,,,,42.4206000000,-77.0706000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-LYON000.4-4275,LYON 0.4,River/Stream,,02050102,,,,,42.4630300000,-75.5501100000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MEAD000.1-4277,MEAD 0.1,River/Stream,,02050105,,,,,42.1752777800,-77.1213888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MEAD011.1-4277,MEAD 11.1,River/Stream,,02050105,,,,,42.2905000000,-77.0666000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MEAD016.6-4277,MEAD 16.6,River/Stream,,02050105,,,,,42.3601200000,-77.0442000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MUDC001.1-4277,MUDC 1.1,River/Stream,,02050105,,,,,42.2905555600,-77.2197222200,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MUDC006.5-4277,MUDC 6.5,River/Stream,,02050105,,,,,42.3370000000,-77.1693000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MUDC012.9-4277,MUDC 12.9,River/Stream,,02050105,,,,,42.3692000000,-77.1077000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MUDC019.2-4277,MUDC 19.2,River/Stream,,02050105,,,,,42.4216000000,-77.0903000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MUDD001.2-4275,EMUD 1.2,River/Stream,,02050102,,,,,42.5988888900,-75.8777777800,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-MUDD010.5-4277,MUDC 10.5,River/Stream,,02050105,,,,,42.3550000000,-77.1355000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NANT001.4-4276,NANT 0.9,River/Stream,,02050103,,,,,42.1005555600,-76.0811111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NANT010.7-4276,NANT 10.0,River/Stream,,02050103,,,,,42.2158333300,-76.0394444400,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NBNC000.6-4276,NBNC 0.6,River/Stream,,02050105,,,,,42.2013888900,-76.7741666700,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NBTC000.3-4277,NBTC 0.1,River/Stream,,02050104,,,,,42.0822222200,-77.3094444400,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NEWT000.6-4276,NEWT 0.6,River/Stream,,02050105,,,,,42.0961111100,-76.7886111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NEWT009.7-4276,NEWT 9.7,River/Stream,,02050105,,,,,42.1830555600,-76.7772222200,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-NFCR007.6-4177,NFCR 7.6,River/Stream,,02050104,,,,,41.9994444400,-77.6319444400,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OAKS002.0-4274,OAKS 0.8,River/Stream,,02050101,,,,,42.6825000000,-74.9575000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OCQU001.1-4274,OCQU 0.1,River/Stream,,02050101,,,,,42.8508333300,-74.9936111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OSBO007.8-4275,OSBO 7.8,River/Stream,,02050102,,,,,42.2020000000,-75.7370000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OTGO000.1-4275,OTGO 0.1,River/Stream,,02050101,,,,,42.4347222200,-75.1205555600,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OTGO013.1-4275,OTGO 15.9,River/Stream,,02050101,,,,,42.5783333300,-75.0602777800,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OTSL000.1-4275,OTSL 0.01,River/Stream,,02050102,,,,,42.3305555600,-75.9658333300,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OTSL008.7-4275,OTSL 8.1,River/Stream,,02050102,,,,,42.4225000000,-75.9486111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OTSL023.1-4275,OTSL 32.3,River/Stream,,02050102,,,,,42.5822222200,-75.8644444400,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OTSL032.7-4275,OTSL 43.0,River/Stream,,02050102,,,,,42.6802777800,-75.7588888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OULT000.5-4275,OULT 0.5,River/Stream,,02050101,,,,,42.3328000000,-75.2887000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,025,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OULT012.0-4275,OULT 10.0,River/Stream,,02050101,,,,,42.3716666700,-75.1158333300,,,,GPS-Unspecified,NAD83,,,,,,,US,36,025,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OWGO000.1-4276,OWGO 0.1,River/Stream,,02050103,,,,,42.0983333300,-76.2769444400,,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-OWGO012.4-4276,OWGO 13.3,River/Stream,,02050103,,,,,42.2241666700,-76.1850000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-PATT000.6-4276,PATT 0.6,River/Stream,,02050103,,,,,42.1092400000,-76.0193300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-POST000.6-4277,POST 0.4,River/Stream,,02050105,,,,,42.1519444400,-77.0450000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-POST008.8-4276,POST 8.8,River/Stream,,02050105,,,,,42.2297222200,-76.9619444400,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-PURD000.3-4277,PURD 0.3,River/Stream,,02050104,,,,,42.2600000000,-77.6116666700,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SACK002.2-4176,SACK,River/Stream,,02050103,,,,,41.9988888900,-76.3897222200,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SANG001.5-4275,SANG 1.5,River/Stream,,02050102,,,,,42.7311111100,-75.5341666700,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SANG018.0-4275,SANG 18.0,River/Stream,,02050102,,,,,42.8511400000,-75.4154800000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,053,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SEEL002.8-4276,SEEL 2.8,River/Stream,,02050105,,,,,42.0561111100,-76.8025000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SHEN001.7-4274,SHEN 1.7,River/Stream,,02050101,,,,,42.4858333300,-74.9688888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SHEN011.5-4274,SHEN 11.5,River/Stream,,02050101,,,,,42.5450000000,-74.8216666700,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SING000.9-4276,SING 0.4,River/Stream,,02050105,,,,,42.1027777800,-76.9222222200,,,,GPS-Unspecified,NAD83,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SLAT002.4-4277,SLAT 2.4,River/Stream,,02050104,,,,,42.1931400000,-77.6688300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SOUT002.0-4276,SOUT 1.9,River/Stream,,02050105,,,,,42.0436111100,-76.8225000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,015,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-STEP000.5-4277,STEP 0.5,River/Stream,,02050104,,,,,42.2685200000,-77.5631300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-STOK000.3-4277,STOK 0.3,River/Stream,,02050105,,,,,42.3097222200,-77.2777777800,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-STOK002.6-4277,STOK 2.6,River/Stream,,02050105,,,,,42.2813000000,-77.2937000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-STOK006.8-4277,STOK 6.8,River/Stream,,02050105,,,,,42.2453000000,-77.3280000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ299.5-4276,SUSQ 299.5,River/Stream,,02050103,,,,,42.0263888900,-76.3583333300,,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ307.0-4276,SUSQ 307,River/Stream,,02050103,,,,,42.1011111100,-76.2611111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ312.0-4276,SUSQ 9,River/Stream,,02050103,,,,,42.0400000000,-76.4463888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ325.0-4276,SUSQ 326,River/Stream,,02050103,,,,,42.1125000000,-76.0008333300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ327.0-4275,SUSQ 1A,River/Stream,,02050103,,,,,42.1027777800,-75.9700000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ327.0-4276,SUSQ 7,River/Stream,,02050103,,,,,42.0652777800,-76.1425000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ334.5-4275,SUSQ 333,River/Stream,,02050101,,,,,42.0944444400,-75.8391666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ338.9-4275,SUSQ 338.9,River/Stream,,02050101,,,,,42.0947222200,-75.8380555600,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ340.0-4275,SUSQ 340,River/Stream,,02050101,,,,,42.0365400000,-75.8032200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ341.5-4275,SUSQ 341.5,River/Stream,,02050101,,,,,42.0202777800,-75.7861111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ344.0-4275,SUSQ 5,River/Stream,,02050101,,,,,42.0347222200,-75.8016666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ365.0-4275,SUSQ 365,River/Stream,,02050101,,,,,42.0743500000,-75.6367000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ383.0-4275,SUSQ 383,River/Stream,,02050101,,,,,42.2109210000,-75.5356140000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
