Flow,Monitoring Set,Monitoring Location,Date,Analyte,Value,Unit,Test Location,Remarks
Base Flow,Cayuga Lake,Cayuga Lake near Town Line Creek Mouth,"Oct 31, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.85,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake near Dean\s Creek Mouth,"Oct 31, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake Control,"Oct 31, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.86,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Oct 19, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Nate\s Floral Estates South,"Oct 19, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Nate\s Floral Estates North,"Oct 19, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.44,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.91,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.69,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.63,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.34,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.47,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.03,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.46,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,6.35,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.19,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.07,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,7.77,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.76,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.48,mg/L,Lab,
Base Flow,Trumansburg Creek,Curry Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.2,mg/L,Lab,
Base Flow,Trumansburg Creek,Boardman Creek,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.15,mg/L,Lab,
Base Flow,Trumansburg Creek,Camp Barton,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,2.14,mg/L,Lab,
Base Flow,Trumansburg Creek,Outfall of Sewage Plant,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,16.6,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Falls,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.09,mg/L,Lab,
Base Flow,Taughannock Creek,Bolter Creek,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.88,mg/L,Lab,
Base Flow,Taughannock Creek,Waterburg Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.36,mg/L,Lab,
Base Flow,Taughannock Creek,Mecklenburg,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.58,mg/L,Lab,
Base Flow,Taughannock Creek,Spring Brook,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,0.94,mg/L,Lab,
Base Flow,Salmon Creek,Center Road,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,2.41,mg/L,Lab,
Base Flow,Salmon Creek,Tile Kiln Road,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,5.25,mg/L,Lab,
Base Flow,Salmon Creek,Genoa,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,3.65,mg/L,Lab,
Base Flow,Salmon Creek,North Ludlowville,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,3.41,mg/L,Lab,
Base Flow,Salmon Creek,Salmon Creek Mouth,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,3.32,mg/L,Lab,
Base Flow,Six Mile Creek,Wildflower Preserve,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.29,mg/L,Lab,
Base Flow,Six Mile Creek,Beaver Creek,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.49,mg/L,Lab,
Base Flow,Six Mile Creek,Barrile Site,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.35,mg/L,Lab,
Base Flow,Six Mile Creek,Six Hundred Rd,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.23,mg/L,Lab,
Base Flow,Six Mile Creek,Midline Rd,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.31,mg/L,Lab,
Base Flow,Six Mile Creek,Gasline,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Six Mile Creek,Banks Road,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.42,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.06,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.04,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.85,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.37,mg/L,Lab,Unacidified sample assayed@ pH 7.1
Base Flow,Fall Creek,Freese Road Bridge,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.99,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,6.49,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,8.06,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.27,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Townline West,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,5.6,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek South Cross Road,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.0,mg/L,Lab,
Base Flow,Canoga Creek,Canoga Creek South Branch,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.3,mg/L,Lab,
Base Flow,Burroughs Creek,Burroughs Creek,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.87,mg/L,Lab,
Base Flow,Burroughs Creek,Wiiliamson Creek,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.88,mg/L,Lab,
Base Flow,Cayuga Inlet,Depot Road (Newfield),"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.63,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.6,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Newfield Group,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Upper Treman,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.64,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek near Mouth,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.54,mg/L,Lab,
Base Flow,Cayuga Inlet,Route 89,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Mouth,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.33,mg/L,Lab,
Base Flow,Cayuga Inlet,Lickbrook at W. Jersey Hill ,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.07,mg/L,Lab,
Base Flow,Cayuga Inlet,Cass Park,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.43,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.49,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.41,mg/L,Lab,
Base Flow,Trumansburg Creek,Lake Street Bridge,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.49,mg/L,Lab,
Base Flow,Trumansburg Creek,Salo Drive,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.57,mg/L,Lab,
Base Flow,Taughannock Creek,Halseyville Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.21,mg/L,Lab,
Base Flow,Taughannock Creek,Podunk Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.25,mg/L,Lab,
Base Flow,Taughannock Creek,Culver Road,"Dec 05, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,1.79,mg/L,Lab,
Base Flow,Salmon Creek,Sherwood Road,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,2.25,mg/L,Lab,
Base Flow,Salmon Creek,Lockerby Hill Road,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,3.65,mg/L,Lab,
Base Flow,Salmon Creek,Locke Creek,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,3.55,mg/L,Lab,
Base Flow,Salmon Creek,Little Salmon Creek Above Fork,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,3.95,mg/L,Lab,
Base Flow,Salmon Creek,Bridge @ Blakley Rd.,"Dec 12, 2017",Nitrate-+Nitrite-Nitrogen (as N) ,4.05,mg/L,Lab,
Base Flow,Six Mile Creek,Plain Street,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.27,mg/L,Lab,
Base Flow,Six Mile Creek,German Cross Road,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.34,mg/L,Lab,
Base Flow,Six Mile Creek,Horse Farm,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.35,mg/L,Lab,
Base Flow,Six Mile Creek,Boiceville,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.51,mg/L,Lab,
Base Flow,Six Mile Creek,Yellow Barn Road,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Six Mile Creek,Irish Settlement Rd,"Mar 21, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.32,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.99,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.05,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.52,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.95,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.45,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.98,mg/L,Lab,
Base Flow,Great Gully Creek,Great Gully Pool @ Base of Falls,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.9,mg/L,Lab,
Base Flow,Canoga Creek,Canoga Creek North Branch,"Mar 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.42,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.49,mg/L,Lab,
Base Flow,Cayuga Inlet,Brown Road,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.81,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.59,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.67,mg/L,Lab,
Base Flow,Cayuga Inlet,Coy Glen near Mouth,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.85,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.28,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.02,mg/L,Lab,
Base Flow,Catharine Creek,Havana Glen Mouth,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.09,mg/L,Lab,
Base Flow,Catharine Creek,Catharine Creek in Millport,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.33,mg/L,Lab,
Base Flow,Catharine Creek,Upstream of Montour Falls WWTP,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Catharine Creek,Downstream of Montour Falls WWTP,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.51,mg/L,Lab,
Base Flow,Big Stream,Crystal Springs @ Crystal Springs Road,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.36,mg/L,Lab,
Base Flow,Big Stream,Big Stream Mouth @ Glenora Point,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.85,mg/L,Lab,
Base Flow,Big Stream,Upstream Dundee Wastewater Plant,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.65,mg/L,Lab,
Base Flow,Big Stream,Dundee WWTP Pond Outfall,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.51,mg/L,Lab,
Base Flow,Keuka Outlet,Keuka Outlet Tributary @ Ridge Rd.,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.34,mg/L,Lab,
Base Flow,Keuka Outlet,Fox\s Mill Rd.,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Keuka Outlet,Keuka Outlet Birkett Mills,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.75,mg/L,Lab,
Base Flow,Kashong Creek,Bridge at Thistle Street,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.1,mg/L,Lab,
Base Flow,Tug Hollow Creek,Glen Eldridge Creek Mouth,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.37,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Driveway Crossing,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.38,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Cayuta Rd.,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.56,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Mouth,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.91,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Tributary,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.65,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Moonshine,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.24,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Mouth,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.47,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Sherwood,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.92,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Mouth,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,5.76,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Atwater Rd,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,6.84,mg/L,Lab,
Base Flow,Direct Streams,Town Line Creek Mouth,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,6.72,mg/L,Lab,
Base Flow,Direct Streams,Town Line Creek Lake Rd,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,7.98,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Belltown Rd,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,7.08,mg/L,Lab,
Base Flow,Catharine Creek,Havana Glen Mouth,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.3,mg/L,Lab,
Base Flow,Catharine Creek,Catharine Creek @ Seneca Lake,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.35,mg/L,Lab,
Base Flow,Catharine Creek,Downstream of Montour Falls WWTP,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Reeder Creek,Reeder Creek @ Access Road,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.28,mg/L,Lab,
Base Flow,Reeder Creek,Reeder Creek @ N. Patrol Rd,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Kashong Creek,Bridge at Thistle Street,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.16,mg/L,Lab,
Base Flow,Kashong Creek,Bridge at Route 14,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.81,mg/L,Lab,
Base Flow,Tug Hollow Creek,Glen Eldridge Creek Mouth,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Salmon Creek,Center Road,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.29,mg/L,Lab,
Base Flow,Salmon Creek,Sherwood Road,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.68,mg/L,Lab,
Base Flow,Salmon Creek,Genoa,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.72,mg/L,Lab,
Base Flow,Salmon Creek,Lockerby Hill Road,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.76,mg/L,Lab,
Base Flow,Salmon Creek,Salmon Creek Mouth,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.03,mg/L,Lab,
Base Flow,Salmon Creek,Bridge @ Blakley Rd.,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.81,mg/L,Lab,
Base Flow,Big Stream,Chubb Creek @ 14A,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.03,mg/L,Lab,
Base Flow,Big Stream,Big Stream @ Dundee-Glenora Rd,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.77,mg/L,Lab,
Base Flow,Keuka Outlet,Charles St. Bridge,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.37,mg/L,Lab,
Base Flow,Keuka Outlet,Keuka Lake Boat Launch,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.29,mg/L,Lab,
Base Flow,Kashong Creek,Bridge at Bellona,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.85,mg/L,Lab,
Base Flow,Kashong Creek,Bridge at Route 14,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.9,mg/L,Lab,
Base Flow,Pony Hollow Creek,Chaffee Creek @ Route 13,"Apr 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Rafferty Road,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.81,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Dublin Hill,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.53,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Tributary Lake Rd,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,7.92,mg/L,Lab,
Base Flow,Direct Streams,Lake Ridge Creek,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,5.76,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek at 34B,"Apr 11, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.42,mg/L,Lab,
Base Flow,Catharine Creek,Catharine Creek in Millport,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.26,mg/L,Lab,
Base Flow,Catharine Creek,Upstream of Montour Falls WWTP,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Reeder Creek,Reeder Creek Mouth,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.49,mg/L,Lab,
Base Flow,Kashong Creek,Bridge at Bellona,"Jun 04, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.89,mg/L,Lab,
Base Flow,Salmon Creek,Tile Kiln Road,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.11,mg/L,Lab,
Base Flow,Salmon Creek,Locke Creek,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,2.79,mg/L,Lab,
Base Flow,Salmon Creek,North Ludlowville,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,3.33,mg/L,Lab,
Base Flow,Salmon Creek,Little Salmon Creek Above Fork,"May 08, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,4.17,mg/L,Lab,
Base Flow,Cayuta Creek,McDuffy Creek @ 224,"May 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.08,mg/L,Lab,
Base Flow,Cayuta Creek,Jackson Creek @ 224,"May 27, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.17,mg/L,Lab,
Base Flow,Catharine Creek,Catharine Creek @ Seneca Lake,"Apr 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Owego Creek,East Owego Creek - Dr Knapp,"May 18, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.52,mg/L,Lab,
Base Flow,Owego Creek,West Owego Creek - 3.4 miles Upstream ,"May 18, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.17,mg/L,Lab,
Base Flow,Owego Creek,Owego Creek - Flem Bridge,"May 18, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.47,mg/L,Lab,
Base Flow,Owego Creek,West Owego Creek - 1st Bridge,"May 18, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.19,mg/L,Lab,
Base Flow,Owego Creek,Owego Creek - Turner\s Bridge ,"May 18, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.48,mg/L,Lab,
Base Flow,Owego Creek,Owego Creek - Village Bridge ,"May 18, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.49,mg/L,Lab,
Base Flow,Fly Meadow Creek,Fly Meadow Creek @ Kalicicki Road,"May 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.06,mg/L,Lab,
Base Flow,Fly Meadow Creek,Fly Meadow Creek @ Ruth\s Bridge,"May 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.07,mg/L,Lab,
Base Flow,Fly Meadow Creek,Fly Meadow Creek @ Tamarac Road Bridge,"May 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Fly Meadow Creek,Preston Public Spring,"May 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.06,mg/L,Lab,
Base Flow,Fly Meadow Creek,Fly meadow Tributary @ Old Mill Dam,"May 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.11,mg/L,Lab,
Base Flow,Fly Meadow Creek,Fly Meadow Creek @ Georgetown PullOver,"May 05, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Large Ridge,"May 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.22,mg/L,Lab,
Base Flow,Great Gully Creek,Great Gully Creek @ Chase Rd. & Rt. 34B,"May 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.33,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Townline West,"May 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.18,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek Mouth,"May 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.5,mg/L,Lab,
Base Flow,Yawger Creek,Yawger Creek @ Cork & Townline,"May 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.26,mg/L,Lab,
Base Flow,Great Gully Creek,Great Gully Creek Mouth,"May 23, 2018",Nitrate-+Nitrite-Nitrogen (as N) ,1.3,mg/L,Lab,
